n_tokens,n_chunks,total_bp,tss_bp,center_idx,tss_chunk_idx,tss_contain_chunk_idx,delta_chunks,center_chunk_bp_center,delta_bp,center_contains_tss,anchor_contains_tss,bp_per_token,chunk_bp_min,chunk_bp_max,ensembl_id,seq_len
37979,86,196608,98304,43,42,42,1,100517.0,2213.0,False,True,5.17675557544959,363,2755,ENSG00000155085,196608
37629,85,196608,98304,42,41,41,1,99969.0,1665.0,False,True,5.224906322251455,868,2899,ENSG00000121057,196608
38034,86,196608,98304,43,42,42,1,100617.5,2313.5,False,True,5.16926960088342,641,2795,ENSG00000111254,196608
78248,176,196608,98304,88,42,42,46,141428.0,43124.0,False,True,2.5126265208056435,510,2851,ENSG00000147081,196608
37120,84,196608,98304,42,41,41,1,101163.5,2859.5,False,True,5.296551724137931,551,2938,ENSG00000179841,196608
37905,85,196608,98304,42,42,42,0,98257.5,-46.5,True,True,5.1868618915710325,2287,2814,ENSG00000151320,196608
37716,85,196608,98304,42,42,42,0,99296.0,992.0,True,True,5.2128539611835825,1347,2851,ENSG00000118507,196608
37586,85,196608,98304,42,41,41,1,100474.0,2170.0,False,True,5.230883839727558,692,2940,ENSG00000105127,196608
37453,84,196608,98304,42,42,42,0,98755.0,451.0,True,True,5.249459322350679,2315,2874,ENSG00000127914,196608
36935,83,196608,98304,41,41,41,0,99352.0,1048.0,True,True,5.3230810883985376,1959,2977,ENSG00000108599,196608
37821,85,196608,98304,42,42,42,0,99293.0,989.0,True,True,5.198381851352424,1818,2767,ENSG00000023516,196608
37021,83,196608,98304,41,41,41,0,98688.0,384.0,True,True,5.310715539828746,2406,2897,ENSG00000131016,196608
37459,84,196608,98304,42,41,41,1,99999.0,1695.0,False,True,5.248618489548573,2255,2815,ENSG00000170776,196608
36677,83,196608,98304,41,41,41,0,99435.5,1131.5,True,True,5.360525670038443,555,2911,ENSG00000186471,196608
36482,82,196608,98304,41,40,40,1,100172.5,1868.5,False,True,5.389178224878022,1981,3006,ENSG00000197976,196608
39304,88,196608,98304,44,44,44,0,98303.0,-1.0,True,True,5.002238957866884,2391,2924,ENSG00000142208,196608
37563,85,196608,98304,42,42,42,0,97441.5,-862.5,True,True,5.234086734286399,526,2933,ENSG00000105221,196608
37790,85,196608,98304,42,42,42,0,98733.5,429.5,True,True,5.2026462026991265,1714,2798,ENSG00000117020,196608
38272,86,196608,98304,43,42,42,1,99631.0,1327.0,False,True,5.137123745819398,1839,2735,ENSG00000171094,196608
37634,85,196608,98304,42,41,41,1,99556.5,1252.5,True,True,5.224212148589042,851,2810,ENSG00000139163,196608
38312,86,196608,98304,43,42,42,1,100303.0,1999.0,False,True,5.13176028398413,2043,2823,ENSG00000143845,196608
37395,84,196608,98304,42,42,42,0,99265.0,961.0,True,True,5.257601283594063,2008,2864,ENSG00000092820,196608
37933,85,196608,98304,42,42,42,0,98501.0,197.0,True,True,5.183033242822872,2442,2783,ENSG00000108950,196608
37669,85,196608,98304,42,42,42,0,98928.0,624.0,True,True,5.219358092861504,1122,2840,ENSG00000116199,196608
41353,93,196608,98304,46,43,43,3,103925.0,5621.0,False,True,4.754382995187774,510,2823,ENSG00000177706,196608
37830,85,196608,98304,42,42,42,0,98216.5,-87.5,True,True,5.197145122918319,1994,2779,ENSG00000151422,196608
37820,85,196608,98304,42,41,41,1,99634.0,1330.0,False,True,5.198519301956637,1873,2894,ENSG00000182511,196608
37481,84,196608,98304,42,42,42,0,98866.5,562.5,True,True,5.245537739121155,2354,2954,ENSG00000077782,196608
38086,86,196608,98304,43,42,42,1,99966.0,1662.0,False,True,5.16221183637032,877,2867,ENSG00000066468,196608
38624,87,196608,98304,43,43,43,0,97909.0,-395.0,True,True,5.090306545153273,1526,2903,ENSG00000068078,196608
36768,83,196608,98304,41,41,41,0,99222.0,918.0,True,True,5.347258485639687,1040,2917,ENSG00000160867,196608
37919,85,196608,98304,42,43,43,-1,96186.5,-2117.5,False,True,5.184946860412985,2429,2887,ENSG00000000938,196608
38121,86,196608,98304,43,42,42,1,99635.0,1331.0,False,True,5.157472259384591,1052,2772,ENSG00000179431,196608
37937,85,196608,98304,42,42,42,0,98362.0,58.0,True,True,5.182486754355906,2328,2854,ENSG00000102755,196608
36866,83,196608,98304,41,41,41,0,98575.0,271.0,True,True,5.333043997178972,1600,2918,ENSG00000122025,196608
38068,86,196608,98304,43,43,43,0,99233.0,929.0,True,True,5.1646527266995905,825,2891,ENSG00000037280,196608
38009,86,196608,98304,43,42,42,1,100660.0,2356.0,False,True,5.172669630876897,490,2745,ENSG00000111816,196608
38321,86,196608,98304,43,43,43,0,99385.0,1081.0,True,True,5.130555048145925,2091,2744,ENSG00000010810,196608
38191,86,196608,98304,43,42,42,1,100851.5,2547.5,False,True,5.148019166819408,1430,2869,ENSG00000144649,196608
37971,85,196608,98304,42,42,42,0,98294.5,-9.5,True,True,5.177846251086355,2519,2781,ENSG00000164125,196608
37268,84,196608,98304,42,41,41,1,99877.0,1573.0,False,True,5.2755178705591925,1295,2867,ENSG00000198814,196608
37797,85,196608,98304,42,42,42,0,98764.0,460.0,True,True,5.201682673228034,1714,2795,ENSG00000196475,196608
37237,84,196608,98304,42,41,41,1,100394.0,2090.0,False,True,5.279909767167065,1227,2948,ENSG00000175066,196608
79243,178,196608,98304,89,43,43,46,123416.0,25112.0,False,True,2.4810771929381774,510,2765,ENSG00000185974,196608
37528,84,196608,98304,42,41,41,1,100510.0,2206.0,False,True,5.2389682370496695,2391,2951,ENSG00000173020,196608
37867,85,196608,98304,42,42,42,0,98372.0,68.0,True,True,5.1920669712414504,2050,2821,ENSG00000100077,196608
37775,85,196608,98304,42,42,42,0,97782.0,-522.0,True,True,5.204712111184646,1624,2879,ENSG00000125388,196608
37384,84,196608,98304,42,41,41,1,101213.5,2909.5,False,True,5.259148298737427,1903,2884,ENSG00000198873,196608
38520,87,196608,98304,43,42,42,1,99623.5,1319.5,False,True,5.10404984423676,837,2841,ENSG00000198055,196608
37517,84,196608,98304,42,42,42,0,98847.0,543.0,True,True,5.240504304715196,2484,2862,ENSG00000114124,196608
38284,86,196608,98304,43,42,42,1,99816.0,1512.0,False,True,5.1355135304565875,2068,2899,ENSG00000105723,196608
37664,85,196608,98304,42,42,42,0,99188.0,884.0,True,True,5.220050977060323,997,2813,ENSG00000082701,196608
37783,85,196608,98304,42,42,42,0,98271.0,-33.0,True,True,5.203610089193552,1682,2860,ENSG00000101336,196608
37532,85,196608,98304,42,41,41,1,100365.0,2061.0,False,True,5.238409890227007,410,2900,ENSG00000163349,196608
38237,86,196608,98304,43,43,43,0,99092.5,788.5,True,True,5.141825980071658,1707,2911,ENSG00000064393,196608
36848,83,196608,98304,41,40,40,1,99827.5,1523.5,False,True,5.335649153278332,1416,2929,ENSG00000110422,196608
36909,83,196608,98304,41,41,41,0,99044.0,740.0,True,True,5.3268308542631875,1745,2947,ENSG00000160396,196608
37786,85,196608,98304,42,42,42,0,98952.5,648.5,True,True,5.203196951251786,1715,2806,ENSG00000142149,196608
37494,84,196608,98304,42,41,41,1,99595.0,1291.0,True,True,5.243718995039206,2458,2878,ENSG00000104365,196608
38233,86,196608,98304,43,42,42,1,100207.0,1903.0,False,True,5.1423639264509715,1637,2839,ENSG00000263528,196608
38432,87,196608,98304,43,42,42,1,99918.5,1614.5,False,True,5.115736885928393,368,2763,ENSG00000166333,196608
37984,86,196608,98304,43,42,42,1,99508.5,1204.5,True,True,5.176074136478517,404,3012,ENSG00000184216,196608
36648,83,196608,98304,41,40,40,1,99870.5,1566.5,False,True,5.3647675180091685,444,2943,ENSG00000134070,196608
37794,85,196608,98304,42,42,42,0,98808.0,504.0,True,True,5.202095570725512,1783,2804,ENSG00000090376,196608
37715,85,196608,98304,42,42,42,0,98971.5,667.5,True,True,5.212992178178443,1259,2820,ENSG00000198001,196608
37138,84,196608,98304,42,40,40,2,101929.5,3625.5,False,True,5.29398459798589,678,2900,ENSG00000113263,196608
37247,84,196608,98304,42,41,41,1,99976.0,1672.0,False,True,5.2784922275619515,1170,2903,ENSG00000162434,196608
37892,85,196608,98304,42,42,42,0,98688.0,384.0,True,True,5.188641401879025,2302,2767,ENSG00000096968,196608
36724,83,196608,98304,41,41,41,0,98857.5,553.5,True,True,5.353665178085176,813,2993,ENSG00000105639,196608
38097,86,196608,98304,43,42,42,1,100076.5,1772.5,False,True,5.160721316639106,960,2804,ENSG00000128052,196608
38005,86,196608,98304,43,42,42,1,100974.5,2670.5,False,True,5.173214050782792,475,2776,ENSG00000157404,196608
36375,82,196608,98304,41,40,40,1,100008.5,1704.5,False,True,5.4050309278350515,1422,2948,ENSG00000131023,196608
37165,84,196608,98304,42,42,42,0,99299.0,995.0,True,True,5.290138571236378,756,2868,ENSG00000150457,196608
37094,84,196608,98304,42,41,41,1,99573.0,1269.0,True,True,5.300264193670135,387,2981,ENSG00000182866,196608
37025,83,196608,98304,41,42,42,-1,96918.0,-1386.0,True,True,5.310141796083728,2319,2929,ENSG00000106683,196608
37484,84,196608,98304,42,41,41,1,99845.0,1541.0,False,True,5.245117916977911,2460,2928,ENSG00000182541,196608
37217,84,196608,98304,42,40,40,2,102453.5,4149.5,False,True,5.282747131687132,994,2896,ENSG00000164715,196608
36996,83,196608,98304,41,42,42,-1,96192.5,-2111.5,False,True,5.3143042491080115,2312,2974,ENSG00000142235,196608
38335,86,196608,98304,43,43,43,0,99051.0,747.0,True,True,5.128681361679927,2151,2837,ENSG00000154237,196608
37797,85,196608,98304,42,42,42,0,98819.0,515.0,True,True,5.201682673228034,1755,2776,ENSG00000188906,196608
37957,85,196608,98304,42,42,42,0,98377.0,73.0,True,True,5.179756039729167,2426,2748,ENSG00000073331,196608
37854,85,196608,98304,42,42,42,0,98321.0,17.0,True,True,5.193850055476304,2071,2809,ENSG00000198796,196608
37680,85,196608,98304,42,41,41,1,100043.5,1739.5,False,True,5.217834394904458,1082,2953,ENSG00000136383,196608
36810,83,196608,98304,41,40,40,1,100768.5,2464.5,False,True,5.341157294213529,1255,3024,ENSG00000135409,196608
38597,87,196608,98304,43,43,43,0,98969.5,665.5,True,True,5.093867399020649,1289,2761,ENSG00000170209,196608
37677,85,196608,98304,42,41,41,1,101100.5,2796.5,False,True,5.2182498606576955,1022,2860,ENSG00000078061,196608
37511,84,196608,98304,42,41,41,1,99628.5,1324.5,False,True,5.241342539521741,2436,2868,ENSG00000124198,196608
37128,84,196608,98304,42,41,41,1,101027.5,2723.5,False,True,5.29541047188106,590,3043,ENSG00000062524,196608
37083,84,196608,98304,42,41,41,1,101256.0,2952.0,False,True,5.301836421001537,320,2965,ENSG00000254087,196608
37465,84,196608,98304,42,42,42,0,98851.5,547.5,True,True,5.247777926064327,2366,2846,ENSG00000151276,196608
37797,85,196608,98304,42,42,42,0,98761.5,457.5,True,True,5.201682673228034,1784,2733,ENSG00000187391,196608
37832,85,196608,98304,42,42,42,0,98889.0,585.0,True,True,5.196870374286318,1910,2779,ENSG00000081026,196608
37142,84,196608,98304,42,41,41,1,100452.0,2148.0,False,True,5.293414463410694,694,2868,ENSG00000111837,196608
37863,85,196608,98304,42,42,42,0,98750.0,446.0,True,True,5.192615482132953,2050,2781,ENSG00000078018,196608
36881,83,196608,98304,41,40,40,1,99880.5,1576.5,False,True,5.330874976275047,1702,2914,ENSG00000169032,196608
37359,84,196608,98304,42,42,42,0,97453.0,-851.0,True,True,5.26266763028989,1962,2950,ENSG00000126934,196608
38412,86,196608,98304,43,42,42,1,100389.5,2085.5,False,True,5.118400499843799,2459,2801,ENSG00000034152,196608
37751,85,196608,98304,42,42,42,0,99210.5,906.5,True,True,5.2080209795767,1490,2830,ENSG00000065559,196608
37438,84,196608,98304,42,41,41,1,99479.5,1175.5,True,True,5.2515625834713395,2150,2892,ENSG00000137764,196608
37171,84,196608,98304,42,41,41,1,101303.0,2999.0,False,True,5.289284657394205,869,2878,ENSG00000108984,196608
38097,86,196608,98304,43,42,42,1,101228.0,2924.0,False,True,5.160721316639106,924,2891,ENSG00000076984,196608
37856,85,196608,98304,42,42,42,0,98405.5,101.5,True,True,5.193575655114117,2074,2798,ENSG00000095015,196608
37747,85,196608,98304,42,42,42,0,99270.5,966.5,True,True,5.208572866717885,1457,2860,ENSG00000169967,196608
37696,85,196608,98304,42,42,42,0,99307.5,1003.5,True,True,5.215619694397284,1259,2856,ENSG00000198909,196608
37896,85,196608,98304,42,42,42,0,98514.0,210.0,True,True,5.188093730208993,2153,2776,ENSG00000085511,196608
37584,85,196608,98304,42,42,42,0,99158.5,854.5,True,True,5.231162196679438,597,2855,ENSG00000197442,196608
37662,85,196608,98304,42,42,42,0,98574.0,270.0,True,True,5.220328182252668,1081,2944,ENSG00000142733,196608
38035,86,196608,98304,43,42,42,1,100740.0,2436.0,False,True,5.1691336926515055,607,2759,ENSG00000135341,196608
37352,84,196608,98304,42,41,41,1,99746.5,1442.5,False,True,5.263653887342043,1786,2888,ENSG00000107968,196608
37878,85,196608,98304,42,42,42,0,98154.5,-149.5,True,True,5.190559163630604,2008,2848,ENSG00000006432,196608
37688,85,196608,98304,42,41,41,1,100592.0,2288.0,False,True,5.216726809594566,1164,2843,ENSG00000130758,196608
38465,87,196608,98304,43,43,43,0,98408.5,104.5,True,True,5.111347978681919,521,2931,ENSG00000173327,196608
37000,83,196608,98304,41,41,41,0,98530.5,226.5,True,True,5.3137297297297295,2260,3033,ENSG00000139625,196608
37325,84,196608,98304,42,41,41,1,99946.5,1642.5,False,True,5.267461486939049,1692,2881,ENSG00000073803,196608
38055,86,196608,98304,43,42,42,1,99755.5,1451.5,False,True,5.16641702798581,826,2854,ENSG00000006062,196608
37604,85,196608,98304,42,41,41,1,99613.0,1309.0,True,True,5.228379959578768,695,2918,ENSG00000180815,196608
37279,84,196608,98304,42,41,41,1,100081.0,1777.0,False,True,5.273961211405886,1347,2793,ENSG00000176601,196608
37880,85,196608,98304,42,42,42,0,98221.0,-83.0,True,True,5.190285110876452,2180,2795,ENSG00000091436,196608
37817,85,196608,98304,42,42,42,0,98398.0,94.0,True,True,5.198931697384774,1859,2818,ENSG00000143674,196608
37071,83,196608,98304,41,41,41,0,99210.0,906.0,True,True,5.303552642227078,2448,2948,ENSG00000100030,196608
37139,84,196608,98304,42,42,42,0,99075.5,771.5,True,True,5.293842052828563,606,2941,ENSG00000102882,196608
38354,86,196608,98304,43,42,42,1,100045.0,1741.0,False,True,5.126140689367471,2186,2749,ENSG00000141639,196608
36808,83,196608,98304,41,41,41,0,98350.0,46.0,True,True,5.341447511410563,1246,3035,ENSG00000069956,196608
38040,86,196608,98304,43,42,42,1,99907.0,1603.0,False,True,5.168454258675079,654,2873,ENSG00000166484,196608
38252,86,196608,98304,43,43,43,0,99237.0,933.0,True,True,5.139809683153822,1884,2761,ENSG00000107643,196608
37969,85,196608,98304,42,42,42,0,98284.0,-20.0,True,True,5.178118991809107,2432,2888,ENSG00000050748,196608
37772,85,196608,98304,42,42,42,0,99060.0,756.0,True,True,5.20512548978079,1657,2831,ENSG00000109339,196608
38887,88,196608,98304,44,43,43,1,99555.5,1251.5,False,True,5.055879857021627,465,3020,ENSG00000185386,196608
38937,88,196608,98304,44,43,43,1,99946.0,1642.0,False,True,5.049387472070268,744,3017,ENSG00000188130,196608
37907,85,196608,98304,42,42,42,0,98967.0,663.0,True,True,5.186588229086976,2283,2838,ENSG00000156711,196608
37368,84,196608,98304,42,41,41,1,100774.5,2470.5,False,True,5.261400128452151,1914,2860,ENSG00000112062,196608
38313,86,196608,98304,43,42,42,1,101303.5,2999.5,False,True,5.131626340928666,1950,2925,ENSG00000181085,196608
38056,86,196608,98304,43,42,42,1,100745.5,2441.5,False,True,5.166281269707799,756,2826,ENSG00000162889,196608
38504,87,196608,98304,43,43,43,0,98139.0,-165.0,True,True,5.106170787450655,789,2822,ENSG00000114738,196608
37019,83,196608,98304,41,41,41,0,97905.0,-399.0,True,True,5.311002458197142,2444,2949,ENSG00000089022,196608
37946,85,196608,98304,42,42,42,0,97999.5,-304.5,True,True,5.181257576556159,2507,2781,ENSG00000116141,196608
37347,84,196608,98304,42,41,41,1,100661.0,2357.0,False,True,5.2643585830187165,1891,2920,ENSG00000072518,196608
37028,83,196608,98304,41,41,41,0,97722.0,-582.0,True,True,5.309711569622988,2443,2879,ENSG00000075413,196608
37732,85,196608,98304,42,41,41,1,100555.5,2251.5,False,True,5.210643485635535,1511,2913,ENSG00000007047,196608
37478,84,196608,98304,42,42,42,0,98934.0,630.0,True,True,5.245957628475372,2360,2930,ENSG00000105613,196608
36763,83,196608,98304,41,40,40,1,99883.5,1579.5,False,True,5.347985746538639,1002,3033,ENSG00000086015,196608
37155,84,196608,98304,42,41,41,1,101248.0,2944.0,False,True,5.291562373839322,778,2919,ENSG00000099308,196608
38171,86,196608,98304,43,42,42,1,99979.0,1675.0,False,True,5.150716512535695,1355,2781,ENSG00000069020,196608
36784,83,196608,98304,41,41,41,0,98877.0,573.0,True,True,5.34493257938234,1038,2880,ENSG00000120539,196608
37265,84,196608,98304,42,41,41,1,100063.5,1759.5,False,True,5.275942573460352,1300,2951,ENSG00000007264,196608
36183,81,196608,98304,40,40,40,0,98990.5,686.5,True,True,5.433711964182074,2393,2932,ENSG00000165304,196608
37382,84,196608,98304,42,41,41,1,100221.0,1917.0,False,True,5.259429672034669,1841,2855,ENSG00000153208,196608
38148,86,196608,98304,43,42,42,1,100268.0,1964.0,False,True,5.153821956590122,1191,2784,ENSG00000105976,196608
38214,86,196608,98304,43,43,43,0,99314.0,1010.0,True,True,5.144920709687549,1600,2824,ENSG00000079277,196608
37700,85,196608,98304,42,42,42,0,99375.0,1071.0,True,True,5.215066312997347,1368,3035,ENSG00000099875,196608
37478,84,196608,98304,42,42,42,0,99198.0,894.0,True,True,5.245957628475372,2386,2865,ENSG00000020426,196608
37604,85,196608,98304,42,42,42,0,99157.0,853.0,True,True,5.228379959578768,702,2841,ENSG00000114978,196608
36855,83,196608,98304,41,40,40,1,99654.5,1350.5,False,True,5.334635734635735,1484,2923,ENSG00000173542,196608
39278,88,196608,98304,44,44,44,0,98164.0,-140.0,True,True,5.005550180762768,2290,2875,ENSG00000182208,196608
37684,85,196608,98304,42,41,41,1,100291.0,1987.0,False,True,5.217280543466723,1146,2980,ENSG00000172081,196608
38066,86,196608,98304,43,42,42,1,100358.5,2054.5,False,True,5.1649240792308095,801,2825,ENSG00000120162,196608
38212,86,196608,98304,43,43,43,0,99324.5,1020.5,True,True,5.145189992672459,1583,2827,ENSG00000142961,196608
36930,83,196608,98304,41,41,41,0,99179.5,875.5,True,True,5.323801787164906,1889,2978,ENSG00000115540,196608
37253,84,196608,98304,42,41,41,1,99571.5,1267.5,True,True,5.277642069095107,1209,2920,ENSG00000080823,196608
38009,86,196608,98304,43,42,42,1,100319.5,2015.5,False,True,5.172669630876897,504,2788,ENSG00000130830,196608
37949,85,196608,98304,42,42,42,0,97783.0,-521.0,True,True,5.180847980183931,2333,2957,ENSG00000108852,196608
38114,86,196608,98304,43,42,42,1,100133.5,1829.5,False,True,5.158419478406884,1066,2832,ENSG00000161647,196608
37633,85,196608,98304,42,42,42,0,98743.5,439.5,True,True,5.224350968564823,869,2828,ENSG00000082126,196608
37265,84,196608,98304,42,41,41,1,99921.0,1617.0,False,True,5.275942573460352,1312,2886,ENSG00000150054,196608
37070,83,196608,98304,41,42,42,-1,96498.0,-1806.0,False,True,5.303695710817372,2508,2992,ENSG00000164078,196608
37464,84,196608,98304,42,42,42,0,99496.5,1192.5,True,True,5.24791800128123,2292,2888,ENSG00000198793,196608
37803,85,196608,98304,42,42,42,0,98336.5,32.5,True,True,5.200857074835331,1793,2831,ENSG00000030304,196608
38053,86,196608,98304,43,42,42,1,99939.5,1635.5,False,True,5.166688565947494,741,2775,ENSG00000065534,196608
37527,84,196608,98304,42,41,41,1,101037.5,2733.5,False,True,5.239107842353506,2484,2904,ENSG00000101306,196608
37230,84,196608,98304,42,41,41,1,100088.0,1784.0,False,True,5.280902497985496,1107,2841,ENSG00000140795,196608
38080,86,196608,98304,43,42,42,1,100337.0,2033.0,False,True,5.163025210084034,863,2845,ENSG00000145949,196608
39043,88,196608,98304,44,43,43,1,100325.5,2021.5,False,True,5.035678610762493,1252,2791,ENSG00000137474,196608
38100,86,196608,98304,43,42,42,1,100154.0,1850.0,False,True,5.160314960629921,952,2758,ENSG00000170011,196608
37831,85,196608,98304,42,42,42,0,99069.0,765.0,True,True,5.197007744971056,1895,2791,ENSG00000172915,196608
37594,85,196608,98304,42,42,42,0,99428.0,1124.0,True,True,5.229770708091717,693,2783,ENSG00000137601,196608
37863,85,196608,98304,42,42,42,0,98683.5,379.5,True,True,5.192615482132953,2090,2860,ENSG00000117650,196608
37489,84,196608,98304,42,41,41,1,99606.0,1302.0,True,True,5.244418362719731,2398,2841,ENSG00000136098,196608
37994,86,196608,98304,43,41,41,2,102814.5,4510.5,False,True,5.174711796599463,405,2932,ENSG00000114904,196608
37414,84,196608,98304,42,41,41,1,100091.0,1787.0,False,True,5.254931309135618,2060,2871,ENSG00000197168,196608
38150,86,196608,98304,43,41,41,2,102198.5,3894.5,False,True,5.153551769331586,1154,2929,ENSG00000119408,196608
37872,85,196608,98304,42,42,42,0,98759.0,455.0,True,True,5.191381495564005,2118,2798,ENSG00000151414,196608
37420,84,196608,98304,42,42,42,0,98125.0,-179.0,True,True,5.2540887226082305,2385,2929,ENSG00000160602,196608
37010,83,196608,98304,41,41,41,0,97509.0,-795.0,True,True,5.3122939746014595,2490,2878,ENSG00000119638,196608
37569,85,196608,98304,42,42,42,0,98503.0,199.0,True,True,5.233250818493971,530,2829,ENSG00000163491,196608
38010,86,196608,98304,43,42,42,1,100551.0,2247.0,False,True,5.172533543804262,504,2750,ENSG00000114670,196608
37089,84,196608,98304,42,40,40,2,101836.5,3532.5,False,True,5.3009787268462345,348,2953,ENSG00000186575,196608
37182,84,196608,98304,42,41,41,1,100852.5,2548.5,False,True,5.2877198644505405,863,2926,ENSG00000177453,196608
37734,85,196608,98304,42,42,42,0,98641.5,337.5,True,True,5.210367307998092,1415,2817,ENSG00000087095,196608
38180,86,196608,98304,43,42,42,1,101405.0,3101.0,False,True,5.149502357255107,1382,2993,ENSG00000198400,196608
38140,86,196608,98304,43,42,42,1,99757.5,1453.5,False,True,5.154902988987939,1168,2753,ENSG00000148053,196608
38578,87,196608,98304,43,43,43,0,98683.0,379.0,True,True,5.096376172948313,1134,2803,ENSG00000140538,196608
38487,87,196608,98304,43,43,43,0,99172.5,868.5,True,True,5.108426221841142,642,2738,ENSG00000074590,196608
37944,85,196608,98304,42,42,42,0,97957.0,-347.0,True,True,5.181530676786844,2442,2821,ENSG00000163545,196608
38676,87,196608,98304,43,42,42,1,99478.5,1174.5,True,True,5.083462612472851,1633,2777,ENSG00000154358,196608
38264,86,196608,98304,43,43,43,0,98682.5,378.5,True,True,5.138197783817688,1882,2793,ENSG00000172939,196608
37481,84,196608,98304,42,42,42,0,99270.0,966.0,True,True,5.245537739121155,2360,2920,ENSG00000149269,196608
36964,83,196608,98304,41,41,41,0,98889.5,585.5,True,True,5.3189048804241965,2031,2982,ENSG00000180370,196608
38288,86,196608,98304,43,42,42,1,99687.5,1383.5,False,True,5.134977016297534,1922,2762,ENSG00000077264,196608
37057,83,196608,98304,41,40,40,1,99900.5,1596.5,False,True,5.305556305151524,2472,2940,ENSG00000130669,196608
38080,86,196608,98304,43,42,42,1,99858.5,1554.5,False,True,5.163025210084034,867,2786,ENSG00000101349,196608
38246,86,196608,98304,43,42,42,1,101649.5,3345.5,False,True,5.1406160121319875,1774,2891,ENSG00000137843,196608
37325,84,196608,98304,42,41,41,1,99613.5,1309.5,False,True,5.267461486939049,1574,2852,ENSG00000072415,196608
37716,85,196608,98304,42,42,42,0,99012.5,708.5,True,True,5.2128539611835825,1358,2830,ENSG00000152782,196608
36815,83,196608,98304,41,41,41,0,98952.0,648.0,True,True,5.3404318891756075,1289,2998,ENSG00000125779,196608
37792,85,196608,98304,42,41,41,1,99505.5,1201.5,True,True,5.202370872142252,1686,2855,ENSG00000120137,196608
39655,89,196608,98304,44,44,44,0,97615.0,-689.0,True,True,4.957962425923591,2065,2796,ENSG00000157881,196608
38551,87,196608,98304,43,43,43,0,99246.0,942.0,True,True,5.099945526704884,915,2842,ENSG00000115687,196608
37789,85,196608,98304,42,42,42,0,98722.0,418.0,True,True,5.20278387890656,1735,2857,ENSG00000178104,196608
37664,85,196608,98304,42,41,41,1,100324.0,2020.0,False,True,5.220050977060323,1024,2944,ENSG00000134853,196608
38675,87,196608,98304,43,43,43,0,99048.5,744.5,True,True,5.083594053005818,1605,2807,ENSG00000113721,196608
37670,85,196608,98304,42,42,42,0,98583.5,279.5,True,True,5.219219538093974,1156,2913,ENSG00000175087,196608
37976,86,196608,98304,43,42,42,1,99792.5,1488.5,False,True,5.177164524963135,373,2809,ENSG00000152256,196608
38446,87,196608,98304,43,42,42,1,100578.0,2274.0,False,True,5.11387400509806,424,2880,ENSG00000005882,196608
37650,85,196608,98304,42,42,42,0,98694.5,390.5,True,True,5.22199203187251,1004,2830,ENSG00000067992,196608
37924,85,196608,98304,42,42,42,0,98379.5,75.5,True,True,5.184263263368843,2440,2789,ENSG00000004799,196608
38711,87,196608,98304,43,43,43,0,98858.0,554.0,True,True,5.078866472062205,1773,2854,ENSG00000140992,196608
